"customer_id","customer_name","segment"
EM-138253,Elizabeth Moffitt,Corporate
LC-169604,Lindsay Castell,Home Office
AS-452,Aaron Smayling,Corporate
SP-205452,Sibella Parks,Corporate
LB-167951,Laurel Beltran,Home Office
TW-210253,Tamara Willingham,Home Office
YC-118952,Yoseph Carroll,Corporate
SC-106952,Steve Chapman,Corporate
LC-169301,Linda Cazamias,Corporate
DB-33601,Dennis Bolton,Home Office
ML-177552,Max Ludwig,Home Office
BP-110503,Barry Pond,Corporate
LO-71701,Lori Olson,Corporate
JR-62102,Justin Ritter,Corporate
EB-138403,Ellis Ballard,Corporate
JR-62103,Justin Ritter,Corporate
SJ-201253,Sanjit Jacobs,Home Office
AJ-107952,Anthony Johnson,Corporate
EB-137504,Edward Becker,Corporate
BT-13052,Beth Thompson,Home Office
ED-138853,Emily Ducich,Home Office
FW-143953,Fred Wasserman,Corporate
YC-218952,Yoseph Carroll,Corporate
LB-67952,Laurel Beltran,Home Office
AG-107652,Anthony Garverick,Home Office
EM-42001,Evan Minnotte,Home Office
RB-197953,Ross Baird,Home Office
JG-153104,Jason Gross,Corporate
HE-48002,Harold Engle,Corporate
TC-115351,Tracy Collins,Home Office
DM-133452,Denise Monton,Corporate
LS-172003,Luke Schmidt,Corporate
RP-192702,Rachel Payne,Corporate
AH-1202,Adrian Hane,Home Office
SM-103201,Sean Miller,Home Office
TB-211903,Thomas Brumley,Home Office
RB-94651,Rick Bensley,Home Office
CK-123254,Christine Kargatis,Home Office
MT-80701,Michelle Tran,Home Office
AC-104202,Alyssa Crouse,Corporate
ME-80101,Michelle Ellison,Corporate
TA-113851,Tom Ashbrook,Home Office
CB-125351,Claudia Bergmann,Corporate
NP-186853,Nora Pelletier,Home Office
JC-61051,Julie Creighton,Corporate
MT-180703,Michelle Tran,Home Office
KC-66751,Kimberly Carter,Corporate
LO-71702,Lori Olson,Corporate
RF-193451,Randy Ferguson,Corporate
AO-108103,Anthony O'Donnell,Corporate
CP-123402,Christine Phan,Corporate
CA-123102,Christine Abelman,Corporate
MG-82051,Mitch Gastineau,Corporate
MG-78901,Michael Granlund,Home Office
JP-54602,Jennifer Patt,Corporate
CS-18451,Cari Sayre,Corporate
ML-173951,Marina Lichtenstein,Corporate
LA-167803,Laura Armstrong,Corporate
MF-76652,Maureen Fritzler,Corporate
TP-215653,Tracy Poddar,Corporate
DL-34952,Dionis Lloyd,Corporate
KH-166901,Kristen Hastings,Corporate
FG-42603,Frank Gastineau,Home Office
JW-152202,Jane Waco,Corporate
HW-149352,Helen Wasserman,Corporate
BT-15301,Bradley Talbott,Home Office
CM-18301,Cari MacIntyre,Corporate
DB-35551,Dorothy Badders,Corporate
CS-21752,Charles Sheldon,Corporate
SC-207703,Stewart Carmichael,Corporate
SC-202303,Scot Coram,Corporate
MC-181303,Mike Caudle,Corporate
AT-4352,Alyssa Tate,Home Office
TS-212052,Thomas Seio,Corporate
PS-190452,Penelope Sewall,Home Office
SZ-200354,Sam Zeldin,Home Office
PC-187454,Pamela Coakley,Corporate
BS-115902,Brendan Sweed,Corporate
TC-215351,Tracy Collins,Home Office
CC-21001,Chad Cunningham,Home Office
HR-47702,Hallie Redmond,Home Office
CS-118454,Cari Sayre,Corporate
MD-178603,Michael Dominguez,Corporate
MZ-75151,Mary Zewe,Corporate
AR-103454,Alex Russell,Corporate
AS-2852,Alejandro Savely,Corporate
EB-139751,Erica Bern,Corporate
SJ-201252,Sanjit Jacobs,Home Office
TZ-214451,Tom Zandusky,Corporate
JW-52201,Jane Waco,Corporate
DB-129103,Daniel Byrd,Home Office
DS-30301,Darrin Sayre,Home Office
TB-113552,Todd Boyes,Corporate
RH-95101,Rick Huthwaite,Home Office
AG-7651,Anthony Garverick,Home Office
HJ-148752,Heather Jas,Home Office
GT-146351,Grant Thornton,Corporate
CS-121753,Charles Sheldon,Corporate
AB-102551,Alejandro Ballentine,Home Office
KH-166301,Ken Heidel,Corporate
BS-115904,Brendan Sweed,Corporate
DH-136754,Duane Huffman,Home Office
FM-42152,Filia McAdams,Corporate
RW-195401,Rick Wilson,Corporate
MH-72901,Marc Harrigan,Home Office
DP-131053,Dave Poirier,Corporate
JS-56852,Jim Sink,Corporate
HM-148603,Harry Marie,Corporate
MG-178754,Michael Grace,Home Office
MR-175451,Mathew Reese,Home Office
LC-169603,Lindsay Castell,Home Office
PV-89851,Paul Van Hugh,Home Office
EM-140951,Eudokia Martin,Corporate
JM-152652,Janet Molinari,Corporate
ES-140804,Erin Smith,Corporate
MH-76202,Matt Hagelstein,Corporate
DA-34501,Dianna Arnett,Home Office
BT-113051,Beth Thompson,Home Office
KH-163303,Katharine Harms,Corporate
EM-40952,Eudokia Martin,Corporate
RB-97051,Roger Barcio,Home Office
KN-67051,Kristina Nunn,Home Office
BE-114553,Brad Eason,Home Office
KE-164204,Katrina Edelman,Corporate
TA-213851,Tom Ashbrook,Home Office
SS-105151,Shirley Schmidt,Home Office
TC-109801,Tamara Chand,Corporate
AS-6301,Ann Steele,Home Office
NP-186852,Nora Pelletier,Home Office
ER-38551,Elpida Rittenbach,Corporate
MF-182501,Monica Federle,Corporate
KH-166903,Kristen Hastings,Corporate
CC-21002,Chad Cunningham,Home Office
SL-201554,Sara Luxemburg,Home Office
SC-202304,Scot Coram,Corporate
RH-195104,Rick Huthwaite,Home Office
CC-24301,Chuck Clark,Home Office
KC-166751,Kimberly Carter,Corporate
CK-23251,Christine Kargatis,Home Office
DA-134503,Dianna Arnett,Home Office
CR-125802,Clay Rozendal,Home Office
HH-150101,Hilary Holden,Corporate
PB-188051,Patrick Bzostek,Home Office
FW-43951,Fred Wasserman,Corporate
DH-136752,Duane Huffman,Home Office
FW-143952,Fred Wasserman,Corporate
HM-48601,Harry Marie,Corporate
NC-186252,Noah Childs,Corporate
SW-107552,Steven Ward,Corporate
SC-102302,Scot Coram,Corporate
CL-127004,Craig Leslie,Home Office
TC-214751,Tony Chapman,Home Office
PL-189252,Paul Lucas,Home Office
EA-140351,Erin Ashbrook,Corporate
TT-214601,Tonja Turnell,Home Office
BM-116503,Brian Moss,Corporate
PJ-88351,Patrick Jones,Corporate
SM-109502,Suzanne McNair,Corporate
RA-198854,Ruben Ausman,Corporate
BT-115304,Bradley Talbott,Home Office
GZ-145454,George Zrebassa,Corporate
CD-127901,Cynthia Delaney,Home Office
JM-152651,Janet Molinari,Corporate
MG-76802,Maureen Gastineau,Home Office
MG-176804,Maureen Gastineau,Home Office
KH-66903,Kristen Hastings,Corporate
CC-124304,Chuck Clark,Home Office
PW-190302,Pauline Webber,Corporate
RW-196301,Rob Williams,Corporate
TH-211151,Thea Hudgings,Corporate
CP-123404,Christine Phan,Corporate
LC-169601,Lindsay Castell,Home Office
NF-84752,Neil Französisch,Home Office
KC-166754,Kimberly Carter,Corporate
FW-143951,Fred Wasserman,Corporate
RB-194652,Rick Bensley,Home Office
HK-148903,Heather Kirkland,Corporate
LB-167953,Laurel Beltran,Home Office
EB-38402,Ellis Ballard,Corporate
DR-129403,Daniel Raglin,Home Office
SP-108601,Sung Pak,Corporate
FW-143954,Fred Wasserman,Corporate
JS-59403,Joni Sundaresam,Home Office
ND-184603,Neil Ducich,Corporate
DW-35851,Dorothy Wardle,Corporate
CS-124901,Cindy Schnelling,Corporate
AH-101952,Alan Haines,Corporate
KB-162403,Karen Bern,Corporate
SU-206654,Stephanie Ulpright,Home Office
PV-189851,Paul Van Hugh,Home Office
YC-218953,Yoseph Carroll,Corporate
FA-142303,Frank Atkinson,Corporate
DB-32702,Deborah Brumfield,Home Office
BD-115604,Brendan Dodson,Home Office
MH-174404,Mark Haberlin,Corporate
JD-58953,Jonathan Doherty,Corporate
DJ-34202,Denny Joy,Corporate
GK-146203,Grace Kelly,Corporate
PH-187904,Patricia Hirasaki,Home Office
AD-101804,Alan Dominguez,Home Office
DB-129101,Daniel Byrd,Home Office
TC-209803,Tamara Chand,Corporate
JP-161354,Julie Prescott,Home Office
JK-61203,Julie Kriz,Home Office
DH-130753,Dave Hallsten,Corporate
MG-82052,Mitch Gastineau,Corporate
PO-191802,Philisse Overcash,Home Office
MD-178601,Michael Dominguez,Corporate
RB-197954,Ross Baird,Home Office
CC-124302,Chuck Clark,Home Office
KS-63002,Karen Seio,Corporate
JJ-157601,Joel Jenkins,Home Office
BT-13952,Bill Tyler,Corporate
LO-171704,Lori Olson,Corporate
TZ-114453,Tom Zandusky,Corporate
NS-186404,Noel Staavos,Corporate
MP-181754,Mike Pelletier,Home Office
KN-64501,Kean Nguyen,Corporate
RF-93453,Randy Ferguson,Corporate
PB-188053,Patrick Bzostek,Home Office
EK-137951,Eileen Kiefer,Home Office
JK-161202,Julie Kriz,Home Office
TS-114302,Tom Stivers,Corporate
PB-92101,Phillip Breyer,Corporate
VW-217754,Victoria Wilson,Corporate
EM-142004,Evan Minnotte,Home Office
GB-45302,George Bell,Corporate
TH-212353,Tiffany House,Corporate
EL-137354,Ed Ludwig,Home Office
SZ-100351,Sam Zeldin,Home Office
PB-88052,Patrick Bzostek,Home Office
DM-29552,Dario Medina,Corporate
MH-76201,Matt Hagelstein,Corporate
AS-101352,Adrian Shami,Home Office
HR-48302,Harold Ryan,Corporate
TH-212352,Tiffany House,Corporate
SZ-200351,Sam Zeldin,Home Office
JL-151751,James Lanier,Home Office
DR-128802,Dan Reichenbach,Corporate
KE-164201,Katrina Edelman,Corporate
ME-173202,Maria Etezadi,Home Office
ES-40802,Erin Smith,Corporate
AO-8101,Anthony O'Donnell,Corporate
FC-43351,Fred Chung,Corporate
GD-145901,Giulietta Dortch,Corporate
DM-129552,Dario Medina,Corporate
AS-102854,Alejandro Savely,Corporate
AG-5252,Andy Gerbode,Corporate
RF-193452,Randy Ferguson,Corporate
GT-146354,Grant Thornton,Corporate
HG-49652,Henry Goldwyn,Corporate
SP-206201,Stefania Perrino,Corporate
BS-118004,Bryan Spruell,Home Office
VM-216854,Valerie Mitchum,Home Office
DK-32251,Dean Katz,Corporate
RB-97952,Ross Baird,Home Office
DP-31051,Dave Poirier,Corporate
ED-138852,Emily Ducich,Home Office
TB-113551,Todd Boyes,Corporate
MH-177851,Maya Herman,Corporate
JP-154602,Jennifer Patt,Corporate
AH-100302,Aaron Hawkins,Corporate
NG-83552,Nat Gilpin,Corporate
AB-602,Adam Bellavance,Home Office
HG-149651,Henry Goldwyn,Corporate
RD-198102,Ross DeVincentis,Home Office
MY-73802,Maribeth Yedwab,Corporate
AH-101201,Adrian Hane,Home Office
DH-136753,Duane Huffman,Home Office
JK-61201,Julie Kriz,Home Office
MG-182054,Mitch Gastineau,Corporate
AS-2251,Alan Schoenberger,Corporate
FH-42752,Frank Hawley,Corporate
VM-216853,Valerie Mitchum,Home Office
EK-37951,Eileen Kiefer,Home Office
RW-196302,Rob Williams,Corporate
BT-113954,Bill Tyler,Corporate
RR-95252,Rick Reed,Corporate
NF-185952,Nicole Fjeld,Home Office
FM-142902,Frank Merwin,Home Office
HW-149354,Helen Wasserman,Corporate
BB-115451,Brenda Bowman,Corporate
DG-33001,Deirdre Greer,Corporate
MC-176051,Matt Connell,Corporate
AO-108102,Anthony O'Donnell,Corporate
AG-103002,Aleksandra Gannaway,Corporate
NH-186102,Nicole Hansen,Corporate
NM-84452,Nathan Mautz,Home Office
JM-152654,Janet Molinari,Corporate
KL-165553,Kelly Lampkin,Corporate
NB-86551,Nona Balk,Corporate
EM-142002,Evan Minnotte,Home Office
CH-120703,Cathy Hwang,Home Office
VW-117751,Victoria Wilson,Corporate
AH-6901,Anna Häberlin,Corporate
CA-20551,Cathy Armstrong,Home Office
CW-19051,Carl Weiss,Home Office
PL-89252,Paul Lucas,Home Office
SU-206652,Stephanie Ulpright,Home Office
EB-137051,Ed Braxton,Corporate
LS-69753,Lindsay Shagiari,Home Office
MW-182353,Mitch Willingham,Corporate
SC-202604,Scott Cohen,Corporate
CM-18152,Candace McMahon,Corporate
SS-205153,Shirley Schmidt,Home Office
LC-69302,Linda Cazamias,Corporate
BW-11101,Bart Watters,Corporate
AP-107201,Anne Pryor,Home Office
AH-100753,Adam Hart,Corporate
DP-131052,Dave Poirier,Corporate
DG-133002,Deirdre Greer,Corporate
CH-20701,Cathy Hwang,Home Office
BN-14702,Brad Norvell,Corporate
CA-120551,Cathy Armstrong,Home Office
NF-184754,Neil Französisch,Home Office
QJ-192552,Quincy Jones,Corporate
AR-103452,Alex Russell,Corporate
CG-20401,Catherine Glotzbach,Home Office
TC-115352,Tracy Collins,Home Office
BT-113953,Bill Tyler,Corporate
BW-111101,Bart Watters,Corporate
AG-105252,Andy Gerbode,Corporate
JK-56401,Jim Kriz,Home Office
EB-137052,Ed Braxton,Corporate
MS-179802,Michael Stewart,Corporate
AH-1201,Adrian Hane,Home Office
SW-203503,Sean Wendt,Home Office
CS-122503,Chris Selesnick,Corporate
CJ-18751,Carl Jackson,Corporate
AD-101803,Alan Dominguez,Home Office
RP-198554,Roy Phan,Corporate
SS-105152,Shirley Schmidt,Home Office
AG-105253,Andy Gerbode,Corporate
NS-86402,Noel Staavos,Corporate
PP-189553,Paul Prost,Home Office
Dp-132402,Dean percer,Home Office
NL-183102,Nancy Lomonaco,Home Office
DL-34951,Dionis Lloyd,Corporate
CW-119053,Carl Weiss,Home Office
EA-140352,Erin Ashbrook,Corporate
RS-98702,Roy Skaria,Home Office
BC-11252,Becky Castell,Home Office
RB-197052,Roger Barcio,Home Office
PW-190301,Pauline Webber,Corporate
CY-27451,Craig Yedwab,Corporate
BE-114552,Brad Eason,Home Office
JD-158954,Jonathan Doherty,Corporate
MG-178904,Michael Granlund,Home Office
DH-30752,Dave Hallsten,Corporate
DM-135252,Don Miller,Corporate
BS-18002,Bryan Spruell,Home Office
DB-31202,David Bremer,Corporate
MA-175604,Matt Abelman,Home Office
CS-24902,Cindy Schnelling,Corporate
AS-451,Aaron Smayling,Corporate
JP-54601,Jennifer Patt,Corporate
JP-54603,Jennifer Patt,Corporate
SC-107701,Stewart Carmichael,Corporate
TH-211154,Thea Hudgings,Corporate
KB-164053,Katrina Bavinger,Home Office
KN-164502,Kean Nguyen,Corporate
AM-103604,Alice McCarthy,Corporate
PL-189253,Paul Lucas,Home Office
FH-143651,Fred Hopkins,Corporate
KB-62402,Karen Bern,Corporate
KH-166304,Ken Heidel,Corporate
MY-173801,Maribeth Yedwab,Corporate
RA-98852,Ruben Ausman,Corporate
RB-97951,Ross Baird,Home Office
GM-146951,Greg Maxwell,Corporate
RD-198101,Ross DeVincentis,Home Office
DE-132553,Deanra Eno,Home Office
CA-119653,Carol Adams,Corporate
CM-127154,Craig Molinari,Corporate
HG-149653,Henry Goldwyn,Corporate
CP-23402,Christine Phan,Corporate
VW-117752,Victoria Wilson,Corporate
JJ-157602,Joel Jenkins,Home Office
MH-181153,Mick Hernandez,Home Office
VP-217304,Victor Preis,Home Office
AY-105551,Andy Yotov,Corporate
CS-22502,Chris Selesnick,Corporate
EH-137651,Edward Hooks,Corporate
HD-147852,Harold Dahlen,Home Office
DV-130451,Darrin Van Huff,Corporate
CC-24302,Chuck Clark,Home Office
PP-189551,Paul Prost,Home Office
JB-160451,Julia Barnett,Home Office
BE-113352,Bill Eplett,Home Office
DR-28802,Dan Reichenbach,Corporate
BP-11852,Ben Peterman,Corporate
MA-75601,Matt Abelman,Home Office
SN-205603,Skye Norling,Home Office
CC-124303,Chuck Clark,Home Office
AS-2252,Alan Schoenberger,Corporate
PC-190001,Pauline Chand,Home Office
GG-146504,Greg Guthrie,Corporate
BS-113651,Bill Shonely,Corporate
MY-182954,Muhammed Yedwab,Corporate
CS-124002,Christopher Schild,Home Office
SW-103501,Sean Wendt,Home Office
DB-135554,Dorothy Badders,Corporate
BD-115601,Brendan Dodson,Home Office
CH-120701,Cathy Hwang,Home Office
AG-4952,Andrew Gjertsen,Corporate
PM-191351,Peter McVee,Home Office
CD-27902,Cynthia Delaney,Home Office
FG-142604,Frank Gastineau,Home Office
NK-184901,Neil Knudson,Home Office
PM-91351,Peter McVee,Home Office
VG-218053,Vivek Grady,Corporate
HR-47703,Hallie Redmond,Home Office
HR-147704,Hallie Redmond,Home Office
DA-34502,Dianna Arnett,Home Office
PK-189103,Paul Knutson,Home Office
MC-176354,Matthew Clasen,Corporate
HG-149654,Henry Goldwyn,Corporate
BT-113951,Bill Tyler,Corporate
TC-209802,Tamara Chand,Corporate
PC-187451,Pamela Coakley,Corporate
SH-99751,Sally Hughsby,Corporate
AH-100301,Aaron Hawkins,Corporate
PM-191354,Peter McVee,Home Office
JR-62101,Justin Ritter,Corporate
SL-101551,Sara Luxemburg,Home Office
BV-112451,Benjamin Venier,Corporate
MP-179651,Michael Paige,Corporate
AS-102853,Alejandro Savely,Corporate
AD-101802,Alan Dominguez,Home Office
DR-128804,Dan Reichenbach,Corporate
CY-127454,Craig Yedwab,Corporate
JC-161053,Julie Creighton,Corporate
MW-182354,Mitch Willingham,Corporate
KC-162551,Karen Carlisle,Corporate
AC-4201,Alyssa Crouse,Corporate
ML-77551,Max Ludwig,Home Office
JS-55952,Jill Stevenson,Corporate
ME-73201,Maria Etezadi,Home Office
FH-143653,Fred Hopkins,Corporate
DB-32701,Deborah Brumfield,Home Office
DR-29401,Daniel Raglin,Home Office
JO-155504,Jesus Ocampo,Home Office
AD-1802,Alan Dominguez,Home Office
TT-114601,Tonja Turnell,Home Office
TZ-214453,Tom Zandusky,Corporate
DJ-34201,Denny Joy,Corporate
CJ-18752,Carl Jackson,Corporate
VF-217152,Vicky Freymann,Home Office
JS-156853,Jim Sink,Corporate
Dl-136004,Dorris liebe,Corporate
NC-186254,Noah Childs,Corporate
NB-85802,Nicole Brennan,Corporate
MK-79051,Michael Kennedy,Corporate
CV-28051,Cynthia Voltz,Corporate
AS-100451,Aaron Smayling,Corporate
FM-142152,Filia McAdams,Corporate
HW-49351,Helen Wasserman,Corporate
AS-102254,Alan Schoenberger,Corporate
KD-166151,Ken Dana,Corporate
BT-13051,Beth Thompson,Home Office
LB-167952,Laurel Beltran,Home Office
SN-207101,Steve Nguyen,Home Office
QJ-92552,Quincy Jones,Corporate
KM-163752,Katherine Murray,Home Office
FC-143354,Fred Chung,Corporate
VT-217003,Valerie Takahito,Home Office
NG-83553,Nat Gilpin,Corporate
DV-130452,Darrin Van Huff,Corporate
FC-142454,Frank Carlisle,Home Office
BM-16503,Brian Moss,Corporate
TA-213852,Tom Ashbrook,Home Office
NL-83101,Nancy Lomonaco,Home Office
EH-41252,Eugene Hildebrand,Home Office
CA-120552,Cathy Armstrong,Home Office
JP-61351,Julie Prescott,Home Office
TS-212054,Thomas Seio,Corporate
RS-94203,Ricardo Sperren,Corporate
LS-172002,Luke Schmidt,Corporate
DK-128351,Damala Kotsonis,Corporate
CK-123252,Christine Kargatis,Home Office
DM-129553,Dario Medina,Corporate
LA-167802,Laura Armstrong,Corporate
YS-218802,Yana Sorensen,Corporate
EB-39752,Erica Bern,Corporate
ME-173201,Maria Etezadi,Home Office
AB-102553,Alejandro Ballentine,Home Office
AS-102852,Alejandro Savely,Corporate
RP-92702,Rachel Payne,Corporate
SL-101552,Sara Luxemburg,Home Office
BP-10952,Bart Pistole,Corporate
AC-6152,Ann Chong,Corporate
RD-198104,Ross DeVincentis,Home Office
RR-195251,Rick Reed,Corporate
GH-44102,Gary Hansen,Home Office
KS-63001,Karen Seio,Corporate
MY-182952,Muhammed Yedwab,Corporate
BM-16502,Brian Moss,Corporate
NP-186854,Nora Pelletier,Home Office
RM-196752,Robert Marley,Home Office
CM-26552,Corinna Mitchell,Home Office
RS-94202,Ricardo Sperren,Corporate
AJ-7952,Anthony Johnson,Corporate
AB-2551,Alejandro Ballentine,Home Office
CC-121004,Chad Cunningham,Home Office
LS-169452,Linda Southworth,Corporate
BE-113351,Bill Eplett,Home Office
LA-67801,Laura Armstrong,Corporate
CP-120851,Cathy Prescott,Corporate
FC-42451,Frank Carlisle,Home Office
HR-148302,Harold Ryan,Corporate
BC-111253,Becky Castell,Home Office
FC-143352,Fred Chung,Corporate
GB-145301,George Bell,Corporate
JG-158053,John Grady,Corporate
NG-183554,Nat Gilpin,Corporate
PA-90602,Pete Armstrong,Home Office
AW-9302,Arthur Wiediger,Home Office
KD-166153,Ken Dana,Corporate
BM-15751,Brendan Murry,Corporate
CP-123403,Christine Phan,Corporate
NB-186551,Nona Balk,Corporate
SU-206651,Stephanie Ulpright,Home Office
KH-166302,Ken Heidel,Corporate
AG-103003,Aleksandra Gannaway,Corporate
NC-86252,Noah Childs,Corporate
VB-117452,Victoria Brennan,Corporate
DW-31951,David Wiener,Corporate
EM-141403,Eugene Moren,Home Office
FG-142603,Frank Gastineau,Home Office
DB-132704,Deborah Brumfield,Home Office
NF-84751,Neil Französisch,Home Office
DW-134803,Dianna Wilson,Home Office
DA-134502,Dianna Arnett,Home Office
AS-101354,Adrian Shami,Home Office
KB-64051,Katrina Bavinger,Home Office
SH-206353,Stefanie Holloman,Corporate
BS-13801,Bill Stewart,Corporate
JB-54001,Jennifer Braxton,Corporate
CB-25351,Claudia Bergmann,Corporate
SP-205453,Sibella Parks,Corporate
TS-113702,Todd Sumrall,Corporate
BW-11102,Bart Watters,Corporate
CS-22501,Chris Selesnick,Corporate
JP-161351,Julie Prescott,Home Office
BO-13502,Bill Overfelt,Corporate
EB-138404,Ellis Ballard,Corporate
TP-215651,Tracy Poddar,Corporate
DM-29553,Dario Medina,Corporate
HM-148601,Harry Marie,Corporate
TH-115503,Tracy Hopkins,Home Office
MP-174703,Mark Packer,Home Office
JD-58951,Jonathan Doherty,Corporate
LC-169303,Linda Cazamias,Corporate
BM-116504,Brian Moss,Corporate
AH-101951,Alan Haines,Corporate
SF-109652,Sylvia Foulston,Corporate
SF-109651,Sylvia Foulston,Corporate
ND-184601,Neil Ducich,Corporate
TH-212351,Tiffany House,Corporate
MA-75602,Matt Abelman,Home Office
GH-144853,Gene Hale,Corporate
NC-185354,Nick Crebassa,Corporate
MZ-175154,Mary Zewe,Corporate
KH-163302,Katharine Harms,Corporate
TC-211451,Theresa Coyne,Corporate
SD-204851,Shirley Daniels,Home Office
AB-601,Adam Bellavance,Home Office
MZ-73351,Maria Zettner,Home Office
DE-132552,Deanra Eno,Home Office
TS-214303,Tom Stivers,Corporate
PO-91951,Phillina Ober,Home Office
JS-159404,Joni Sundaresam,Home Office
GH-144101,Gary Hansen,Home Office
SG-108901,Susan Gilcrest,Corporate
SU-206653,Stephanie Ulpright,Home Office
Dp-32402,Dean percer,Home Office
SR-104253,Sharelle Roach,Home Office
EM-41402,Eugene Moren,Home Office
KF-162851,Karen Ferguson,Home Office
Dp-32403,Dean percer,Home Office
MM-182804,Muhammed MacIntyre,Corporate
SC-102601,Scott Cohen,Corporate
DP-33902,Dennis Pardue,Home Office
TS-214301,Tom Stivers,Corporate
TS-214304,Tom Stivers,Corporate
AG-103001,Aleksandra Gannaway,Corporate
JK-161204,Julie Kriz,Home Office
DP-131051,Dave Poirier,Corporate
SR-204251,Sharelle Roach,Home Office
TC-111452,Theresa Coyne,Corporate
NB-86552,Nona Balk,Corporate
SC-206953,Steve Chapman,Corporate
JL-151753,James Lanier,Home Office
BF-9751,Barbara Fisher,Corporate
KH-63302,Katharine Harms,Corporate
SG-208904,Susan Gilcrest,Corporate
GB-45303,George Bell,Corporate
JK-161201,Julie Kriz,Home Office
SC-206803,Steve Carroll,Home Office
DE-32552,Deanra Eno,Home Office
SZ-200352,Sam Zeldin,Home Office
SZ-100352,Sam Zeldin,Home Office
AJ-107801,Anthony Jacobs,Corporate
AJ-107954,Anthony Johnson,Corporate
CM-118303,Cari MacIntyre,Corporate
CS-21751,Charles Sheldon,Corporate
MG-76801,Maureen Gastineau,Home Office
DK-128354,Damala Kotsonis,Corporate
AH-6902,Anna Häberlin,Corporate
CC-121001,Chad Cunningham,Home Office
BV-112452,Benjamin Venier,Corporate
JD-161501,Justin Deggeller,Corporate
NL-183103,Nancy Lomonaco,Home Office
MG-176502,Matthew Grinstein,Home Office
KM-163751,Katherine Murray,Home Office
BV-12451,Benjamin Venier,Corporate
SC-206802,Steve Carroll,Home Office
GP-47402,Guy Phonely,Corporate
JM-156553,Jim Mitchum,Corporate
EH-37651,Edward Hooks,Corporate
NK-184903,Neil Knudson,Home Office
CK-127603,Cyma Kinney,Corporate
MG-178751,Michael Grace,Home Office
BE-114551,Brad Eason,Home Office
PA-190604,Pete Armstrong,Home Office
SC-206801,Steve Carroll,Home Office
BT-114852,Brad Thomas,Home Office
BG-116952,Brooke Gillingham,Corporate
TH-111153,Thea Hudgings,Corporate
ML-177554,Max Ludwig,Home Office
PB-88051,Patrick Bzostek,Home Office
KH-63301,Katharine Harms,Corporate
EM-141402,Eugene Moren,Home Office
CK-127602,Cyma Kinney,Corporate
AB-106004,Ann Blume,Corporate
SR-207401,Steven Roelle,Home Office
TT-212651,Tim Taslimi,Corporate
JP-161352,Julie Prescott,Home Office
RS-194203,Ricardo Sperren,Corporate
GR-145603,Georgia Rosenberg,Corporate
MC-74252,Mark Cousins,Corporate
JB-154003,Jennifer Braxton,Corporate
DL-134952,Dionis Lloyd,Corporate
SR-204253,Sharelle Roach,Home Office
RS-197651,Roland Schwarz,Corporate
DL-134954,Dionis Lloyd,Corporate
AS-106304,Ann Steele,Home Office
ML-180402,Michelle Lonsdale,Corporate
CB-125353,Claudia Bergmann,Corporate
BC-111252,Becky Castell,Home Office
TS-114301,Tom Stivers,Corporate
KN-167052,Kristina Nunn,Home Office
JS-159403,Joni Sundaresam,Home Office
BF-112154,Benjamin Farhat,Home Office
MH-74403,Mark Haberlin,Corporate
CS-124902,Cindy Schnelling,Corporate
TB-211904,Thomas Brumley,Home Office
CS-24001,Christopher Schild,Home Office
DM-33452,Denise Monton,Corporate
EB-37502,Edward Becker,Corporate
JB-60452,Julia Barnett,Home Office
MM-82802,Muhammed MacIntyre,Corporate
VP-217603,Victoria Pisteka,Corporate
MP-181751,Mike Pelletier,Home Office
TS-211601,Theresa Swint,Corporate
AS-2851,Alejandro Savely,Corporate
BM-116502,Brian Moss,Corporate
DK-131501,David Kendrick,Corporate
VG-118052,Vivek Grady,Corporate
CS-124904,Cindy Schnelling,Corporate
KB-162404,Karen Bern,Corporate
BN-14701,Brad Norvell,Corporate
PC-187452,Pamela Coakley,Corporate
PS-189702,Paul Stevenson,Home Office
LW-169903,Lindsay Williams,Corporate
CR-26253,Corey Roper,Home Office
PW-90302,Pauline Webber,Corporate
AC-104201,Alyssa Crouse,Corporate
TB-211754,Thomas Boland,Corporate
TW-210251,Tamara Willingham,Home Office
JP-161353,Julie Prescott,Home Office
LR-70351,Lisa Ryan,Corporate
RB-96452,Robert Barroso,Corporate
BO-13501,Bill Overfelt,Corporate
DW-31952,David Wiener,Corporate
LO-171701,Lori Olson,Corporate
DP-33903,Dennis Pardue,Home Office
HJ-148751,Heather Jas,Home Office
TH-112351,Tiffany House,Corporate
KB-165854,Ken Black,Corporate
DH-130752,Dave Hallsten,Corporate
ML-173952,Marina Lichtenstein,Corporate
BS-115901,Brendan Sweed,Corporate
LA-67802,Laura Armstrong,Corporate
CC-121003,Chad Cunningham,Home Office
LW-68252,Laurel Workman,Corporate
TH-112352,Tiffany House,Corporate
MC-174254,Mark Cousins,Corporate
PC-87451,Pamela Coakley,Corporate
SP-106202,Stefania Perrino,Corporate
AW-109302,Arthur Wiediger,Home Office
MP-74701,Mark Packer,Home Office
AH-101202,Adrian Hane,Home Office
TH-215503,Tracy Hopkins,Home Office
DR-129402,Daniel Raglin,Home Office
CS-121751,Charles Sheldon,Corporate
CK-123251,Christine Kargatis,Home Office
CL-127003,Craig Leslie,Home Office
RS-97652,Roland Schwarz,Corporate
AG-3002,Aleksandra Gannaway,Corporate
CC-124301,Chuck Clark,Home Office
